canddt_name_2019,canddt_sex_2019,canddt_age_2019,canddt_category_2019
SOFI YOUSUF,M,53,GEN
SOHAN LAL SHARMA,M,78,GEN
Sohan Pal alias Sonpal,M,58,SC
SOHAN RAY,M,69,GEN
SOHANARAM RATHI,M,62,SC
Sohavan Paswan,M,43,SC
SOHILKHAN HASHIMKHAN (Sohil Panchar),M,33,GEN
Sohrab Shah,M,56,GEN
SOLANKI CHIRAGBHAI SOMABHAI,M,60,SC
SOLANKI MAGANBHAI LAKHABHAI,M,43,SC
Solanki Rajeshbhai Lallubhai,M,37,SC
SOLIPURAM VENUGOPAL REDDY,M,42,GEN
SOM PARKASH,M,70,SC
SOM PRAKASH,M,46,GEN
SOMA SRINIVAS,M,29,GEN
SOMANATH BEHERA,M,40,GEN
SOMANATH DESHMUKH,M,50,GEN
Somashekhar. Peeraji. Yadav.,M,42,SC
SOMIDI LIMBAIAH,M,40,SC
SOMIYA RANJAN DAS,M,31,GEN
Somnath Hiraman Mali,M,47,GEN
SONALI ASHOK GANGAWANE,F,34,SC
Sonali Ravindra Bagade,F,34,SC
Sonalitai Thorat,F,35,SC
SONDARVA BALUBEN MAHESHBHAI,F,47,SC
SONDHARVA BHARATBHAI KANJIBHAI,M,40,SC
SONELAL KORA,M,41,ST
SONIA GANDHI,F,72,GEN
Soniya Regar,F,31,SC
Sonsale Sunil Manoharrao,M,37,SC
SONU,M,29,GEN
SONU,M,34,GEN
SONU AGARWAL,M,38,GEN
SOUGATA RAY,M,71,GEN
SOUMEN SARKAR,M,42,SC
SOUMYA AICH ROY,M,49,GEN
SOUNDARARAJAN M,M,62,SC
SOURAV PROSAD,M,28,SC
Sourav Singh,M,26,GEN
SOYAM BAPU RAO,M,52,ST
SREE NIVASAN RAMAMOORTHY,M,57,GEN
SREEDHARAN,M,68,SC
SREENIVASAIAH,M,80,SC
SREENU VADTHYA,M,34,ST
SREERUPA MITRA CHAUDHURY,F,54,GEN
Sri Bhaskar Sarmah,M,33,GEN
SRI IMRAN BAKSH,M,34,GEN
Sri Jiten Gogoi,M,57,GEN
SRI KARUNYA SUBRAHMANYAM,M,50,GEN
Sri Rama Chandra Singareddy,M,50,GEN
Sri Ramulu Muthyala,M,59,SC
Sri Rupak Sharma,M,46,GEN
Srichandra Kesarwani (Advocate),M,38,GEN
Sridhar Chandra Bagari,M,62,GEN
Sridhar M,M,46,GEN
SRIHARI PATNAIK,M,61,GEN
SRIHARI. P. V.,M,51,GEN
Srikanta Samal,M,40,GEN
SRINIVAS BUDDULA,M,45,SC
SRINIVAS GOUD KASALA,M,36,GEN
Srinivasan R,M,48,GEN
SRINIVASAN. V,M,50,GEN
Sriprakash Jaiswal,M,74,GEN
SRIRAMA NAIK MUNAVATH,M,33,ST
"STALIN,R.",M,26,SC
STEPHAN BESRA,M,40,ST
STEPHEN BHATTI,M,36,SC
Subal Bhowmik,M,58,GEN
SUBAL CHANDRA ROY,M,62,SC
Subal Sarkar,M,60,SC
SUBASA CHANDRA MALIK,M,52,SC
Subash Chander,M,53,SC
Subash Saroj,M,45,SC
Subash Singh,M,45,GEN
SUBBAIAH,M,50,SC
"SUBBARAYAN, K.",M,71,GEN
SUBBIAH. S,M,55,SC
SUBE SINGH DHURVA,M,47,ST
SUBHAS NASKAR,M,67,SC
SUBHASH,M,26,GEN
SUBHASH,M,46,GEN
SUBHASH ASHOKRAO AMBHORE (DUDHAGAONKAR),M,31,GEN
SUBHASH BARMAN,M,59,SC
SUBHASH BISWAS,M,66,SC
Subhash Chand,M,70,GEN
SUBHASH CHAND BEDI,M,47,SC
SUBHASH CHANDER GOYAL,M,56,GEN
SUBHASH CHANDRA BAHERIA,M,62,GEN
SUBHASH CHANDRA DOHRE,M,56,SC
Subhash Chandra Dubey,M,73,GEN
SUBHASH CHANDRA JHA,M,50,GEN
SUBHASH DADA TRIBHUVAN,M,45,SC
Subhash Dharamdas Gajbhiye,M,29,SC
Subhash Goria,M,45,SC
Subhash Janardan Patil,M,50,GEN
Subhash Kashiba Wankhede,M,53,GEN
Subhash Kisanrao Patil,M,57,GEN
Subhash Maharia,M,61,GEN
Subhash Maroti Wankhede,M,55,GEN
SUBHASH MOHAN SNEHI,M,41,GEN
Subhash Nagorao Wankhede,M,58,GEN
Subhash Parasram Wankhede,M,57,GEN
Subhash Passi,M,57,SC
SUBHASH PASWAN,M,51,SC
SUBHASH PRASAD YADAV,M,52,GEN
SUBHASH SARKAR,M,35,SC
SUBHASH SARKAR,M,50,SC
Subhash Shivlal Khairnar,M,64,SC
SUBHASH SHUKLA,M,51,GEN
SUBHASH TAMOLI,M,54,SC
SUBHASH VERMA,M,49,GEN
Subhash Vitthal Wankhede,M,48,GEN
SUBHASHCHANDRA RATANDEO JHA,M,50,GEN
"SUBHASHINI MALLATHI, R.C.",F,39,SC
SUBHASHINI. K,F,27,GEN
Subhasis Kumar Bhowmik,M,55,GEN
SUBHRANSHU DWIVEDI - PADARI,M,41,GEN
SUBHRANSHU SEKHAR PADHI,M,43,GEN
SUBI. T,M,27,GEN
SUBIMAL SENGUPTA,M,60,GEN
SUBIR DAS,M,50,SC
Subir Kumar Jamatia,M,57,ST
SUBODH BARMAN,M,62,SC
SUBODH KANT SAHAY,M,67,GEN
"SUBRAMANI, M.",M,55,SC
SUBRAMANIAN,M,51,SC
SUBRAMANIAN K,M,55,GEN
SUBRAMANIAN. P,M,41,GEN
Subrat Kumar Pradhan,M,53,GEN
SUBRAT PATHAK,M,39,GEN
SUBRATA BISWAS,M,45,SC
SUBRATA BOSE,M,61,GEN
Subrata Dutta,F,57,GEN
SUBRATA MUKHERJEE,M,72,GEN
SUBU KECHI,M,45,ST
SUCHETA KUNDU(BANERJEE),F,50,GEN
SUDAMA SINGH,M,54,GEN
Sudarsan Manna,M,73,GEN
SUDARSHAN BHAGAT,M,52,ST
SUDESH KUMAR,M,32,SC
SUDESH TIKAM,M,52,ST
Sudha Rani,F,29,GEN
Sudhakar Jha,M,50,GEN
SUDHAKAR KIRA JOGALEKAR,M,54,SC
SUDHAKAR LAXMAN AVHAD,M,62,GEN
SUDHAKAR NARAYAN SHINDE,M,65,SC
Sudhakar Tukaram Shrangare,M,57,SC
"SUDHAKARAN P. K, S/o KRISHNAPILLA",M,59,GEN
Sudheer Gupta,M,59,GEN
SUDHENDU MOHAN TALUKDAR,M,43,GEN
SUDHIR GODARA,M,42,GEN
Sudhir Kuamr Singh,M,61,GEN
Sudhir Kumar,M,37,GEN
SUDHIR KUMAR,M,42,GEN
Sudhir Kumar,M,32,GEN
Sudhir Kumar,M,52,GEN
Sudhir Kumar Jha,M,40,GEN
SUDHIR KUMAR MAHATO,M,53,GEN
Sudhir Kumar Ray,M,26,GEN
Sudhir Shridhar Deshmukh,M,58,GEN
Sudhish L K,M,51,GEN
SUDIP MANDAL,M,40,SC
"SUGAN RAJEEV, M.",M,29,GEN
SUGREEV SINGH KUSHWAH,M,53,GEN
SUGRIV BHARAT KACHAVE,M,29,GEN
SUGUMARAN. K,M,44,SC
Suhas Anil Funde,M,29,GEN
SUHAS DHANANJAY BONDE,M,47,GEN
Suhas Popat Gajarmal,M,33,SC
SUJAN KRISHNA PAUL,M,40,GEN
SUJATA BANERJEE,F,64,GEN
Sukanta Majumdar,M,39,GEN
Sukanta Mazumdar,M,36,SC
Sukapalli Naveen,M,33,GEN
SUKCHAND SAREN,M,58,ST
SUKHADEV MEGHWAL,M,42,SC
SUKHBIR,M,41,GEN
SUKHBIR SINGH,M,36,GEN
SUKHBIR SINGH BADAL,M,56,GEN
Sukhbir Singh Jaunapuria,M,61,GEN
Sukhchain Singh Bhargav,M,40,GEN
SUKHDEO BHAGAT,M,57,ST
Sukhdeo Prasad,M,70,GEN
Sukhdev Bhikhabhai Vasava,M,37,ST
SUKHDEV PRASAD VERMA,M,62,GEN
Sukhdev Singh,M,53,SC
Sukhdev Singh,M,46,SC
SUKHJIT SINGH,M,39,GEN
SUKHMANDAR SINGH KHARB,M,31,GEN
Sukhpal Singh Khaira,M,54,GEN
SUKHRAM HERENJ,M,65,ST
SUKHWANT SINGH CHUSLEWARH,M,57,GEN
SUKHWINDER SINGH,M,46,SC
SUKRIT SHARDA,M,54,GEN
Sukumar Bala,M,44,SC
Sukumar Vishvas,M,68,GEN
SUMALATHA,F,51,GEN
SUMALATHA,F,29,GEN
SUMALATHA AMBAREESH,F,55,GEN
SUMAN,M,30,GEN
Suman Bhaskar Koli,F,61,GEN
SUMAN DEVI,F,53,GEN
Suman Kumar Jha,M,57,GEN
SUMAN LAL KHANDE,M,42,SC
SUMAN MAGGIDI,M,28,GEN
SUMAN SINGH,M,37,SC
SUMAN YADAV,F,42,GEN
SUMANTA BHOWMICK,M,58,GEN
Sumatha K.S.,F,35,GEN
Sumathi B,F,33,SC
SUMBHANIA AAMIN ABASBHAI,M,37,GEN
SUMEDHA BODH,F,35,SC
Sumedhanand Saraswati,M,67,GEN
SUMER CHAND,M,63,GEN
SUMESHWAR NATH TIWARI,M,40,GEN
SUMIT,M,31,GEN
SUMIT KUMAR,M,26,GEN
SUMIT MISRA,M,43,GEN
SUMIT RANJAN SINHA,M,31,GEN
Sumit Vijay Pande,M,37,GEN
Sumitro Adhikary,M,44,GEN
Sunaina,F,31,GEN
SUNAKAR BEHERA,M,66,SC
SUNDAR K,M,41,SC
SUNDARAM.N,M,34,SC
SUNDER BABURAO PADMUKH,M,59,SC
Sunder Dhoni (Advocate),M,41,SC
Sundrarajan.P,M,61,SC
SUNEEL KUMAR,M,33,GEN
Suni Kalluvathukkal,M,42,SC
SUNIL,M,30,SC
SUNIL,M,36,SC
SUNIL BABAN GAIKWAD,M,49,SC
Sunil Baburao Mendhe,M,50,GEN
SUNIL BHARTI,M,45,SC
Sunil Dasharath Ingole,M,38,SC
SUNIL GUDDAKAYU,M,34,ST
Sunil Gunda Jadhav,M,37,GEN
SUNIL JAKHAR,M,65,GEN
SUNIL JETHALAL VAGHELA,M,39,SC
SUNIL KAWDE,M,37,ST
SUNIL KUMAR,M,53,GEN
SUNIL KUMAR,M,38,GEN
SUNIL KUMAR,M,35,GEN
Sunil Kumar,M,46,GEN
SUNIL KUMAR,M,33,GEN
SUNIL KUMAR,M,27,GEN
Sunil Kumar,M,42,GEN
SUNIL KUMAR,M,47,GEN
SUNIL KUMAR,M,39,GEN
SUNIL KUMAR BHATTI,M,44,SC
SUNIL KUMAR DODEJA,M,38,GEN
SUNIL KUMAR MARKANDEY,M,35,SC
SUNIL KUMAR MATTU,M,32,SC
Sunil Kumar Maurya,M,57,GEN
SUNIL KUMAR MONDAL,M,61,SC
SUNIL KUMAR PANDEY,M,41,GEN
Sunil Kumar Pintu,M,58,GEN
SUNIL KUMAR SINGH,M,55,GEN
Sunil Kumar Soni,M,57,GEN
SUNIL MADAN,M,52,GEN
Sunil Nair,M,38,GEN
SUNIL PANDIT,M,39,GEN
Sunil Pandurang Tatkare,M,43,GEN
Sunil Paswan,M,52,SC
SUNIL PAWAR,M,32,SC
Sunil Prajapati,M,41,GEN
Sunil Ravidas,M,30,SC
Sunil Sakharam Tatkare,M,43,GEN
SUNIL SOMAN,M,49,GEN
SUNIL SOREN,M,39,ST
SUNIL SURYABHAN KAWADE,M,56,SC
SUNIL VISHVAKARMA,M,47,GEN
SUNIL VITTAL DASAR,M,31,GEN
Sunil Yadav,M,33,GEN
SUNIT PANDEY 'SUMIT',M,28,GEN
SUNITA,F,25,GEN
Sunita Biswal,F,39,ST
Sunita Duggal,F,51,SC
SUNITA MUNDA,F,28,ST
SUNITA RAJBHAR,F,37,GEN
Sunita Tudu,F,32,ST
SUNKARI RAJKUMAR,M,32,SC
SUNKETA RAVI,M,42,GEN
"SUNMAN, V.",M,28,SC
SUNMAYA GURUNG,F,51,GEN
SUNNAM ISTARI,M,74,GEN
SUNNY BAWA,M,30,GEN
SUNNY DEOL,M,59,GEN
SUPEKAR DNYANDEO NARHARI,M,70,GEN
SUPREETH KUMAR POOJARY,M,43,GEN
SUPRIYA SHRINATE,F,41,GEN
Supriya Sule,F,49,GEN
SURABHI DEVASAHAYAM,M,46,SC
SURAJ ASHOKRAO KHANDARE,M,28,SC
SURAJ BHABHAR,M,26,ST
SURAJ BHAN,M,62,SC
SURAJ BHAN NARWAL,M,64,SC
SURAJ KUMAR,M,29,SC
SURAJ KUMAR,M,36,SC
Suraj Kumar Das,M,37,SC
SURAJ PRADHAN JATAV,M,56,SC
Suraj Singh,M,77,GEN
SURAJIT SENAPATI,M,30,SC
SURAJKUMAR MAHENDRABHAI PARMAR,M,34,SC
Surajmal Athwal,M,61,SC
SURAJSINGH KALIYA,M,86,ST
SURAKANTA RAJA REDDY,M,56,GEN
SURAT JAMAN MONDAL,M,64,GEN
SURENDER GUPTA,M,43,GEN
Surender Kumar,M,41,SC
SURENDER KUMAR CHHIKARA,M,49,GEN
SURENDRA BAHADUR SINGH,M,69,GEN
Surendra Kumar,M,45,GEN
Surendra Kumar Gupta,M,71,GEN
Surendra Kumar Upadhayay,M,36,GEN
SURENDRA PANDEY KUWAN,M,68,GEN
Surendra Prasad,M,33,SC
Surendra Prasad Suman,M,51,GEN
SURENDRA PRASAD YADAV,M,60,GEN
SURENDRA RAJBHAR,M,35,GEN
SURENDRA RAM,M,41,SC
SURENDRA RAM,M,46,SC
Surendra Ray,M,58,GEN
Surendra Singh,M,62,GEN
Suresh Arjun Padavi,M,34,ST
SURESH BABU. D.,M,43,GEN
Suresh Bansal,M,76,GEN
SURESH BASA,M,35,GEN
SURESH BASAPPA MARALINGANNAVAR,M,46,GEN
Suresh Chand,M,65,SC
SURESH CHANDRA RAJPUT,M,39,GEN
SURESH EKNATH JAGDHANE,M,58,SC
SURESH GOPI,M,60,GEN
SURESH GOUDA MUNDINAMANE,M,39,GEN
SURESH KANAKAM,M,46,SC
SURESH KAWASI,M,38,ST
SURESH KHEMANA RAJUKAR,M,58,GEN
Suresh Kori,M,52,SC
SURESH KOTH,M,50,GEN
Suresh Kumar,M,49,GEN
SURESH KUMAR,M,41,GEN
SURESH KUMAR,M,65,GEN
Suresh Kumar Bharti,M,37,GEN
Suresh Kumar Gupta,M,30,GEN
SURESH KUMAR KASHYAP,M,48,SC
Suresh Kumar Putel,M,43,GEN
Suresh Kumar Shukla,M,54,GEN
SURESH KUNDER,M,64,GEN
SURESH PASWAN,M,38,SC
Suresh Pujari,M,59,GEN
SURESH SAH,M,54,GEN
SURESH SHRIPATI TAUR,M,49,SC
Suresh Sundar Shetty,M,46,GEN
"SURESH, K.",M,29,SC
"SURESH. K,",M,44,GEN
SURESH.H,M,34,ST
SURESHBHAI MOTIYABHAI CHAUDHARI,M,61,ST
Sureshdada Baburao Veer,M,72,GEN
Surinder Kaur Mangat,F,72,GEN
SURINDER SHARMA,M,58,GEN
SURINDER SINGH,M,60,GEN
SURIYARAGUPATHI. T,M,31,SC
Surjeet Chadar,M,33,SC
SURJEET KUMAR,M,52,GEN
Surjeet Singh,M,58,GEN
SURJIT SINGH,M,62,SC
SURJIT SINGH,M,51,SC
SURJIT SINGH,M,46,SC
SURJIT SINGH BHIKHIWIND,M,40,GEN
SURJIT SINGH KANG,M,47,SC
Surjit Singh Rakhra,M,68,GEN
SURULIVEL.N.K,M,46,GEN
Surwade Santosh Avdhut (Gabbar),M,36,SC
Surya Bhavani. K,F,38,GEN
SURYA KUMAR,M,32,GEN
Surya Singh Besra,M,57,ST
SURYODAY PASWAN,M,45,SC
SUSANTA KUMAR DALUI,M,54,SC
SUSHANTA BORGOHAIN,M,44,GEN
SUSHEEL PRASAD,M,60,GEN
SUSHIL,M,38,GEN
Sushil Kumar,M,46,GEN
SUSHIL KUMAR,M,39,GEN
Sushil Kumar,M,29,GEN
SUSHIL KUMAR DAS,M,68,SC
Sushil Kumar Singh,M,50,GEN
SUSHIL KUMAR SINGH,M,53,GEN
SUSHIL MANDI,M,38,ST
SUSHIL MISHRA (SABAKE MAHARAJ),M,51,GEN
Sushil Segoji Wasnik,M,54,SC
Sushila Dinkar,F,56,SC
SUSHMA DEVI,F,38,GEN
Sushma Kumari,F,42,GEN
Sushma Maurya,F,38,GEN
SUSHMA MEHTA,F,40,SC
SUSHMITA DEV,F,46,GEN
Susil Kumar Jena,M,53,GEN
"SUTHAKARAN, S. Dr.",M,52,GEN
SUVITH,M,29,SC
SUVRA GHOSH,F,61,GEN
SWADESH KUMAR OHRI,M,77,GEN
Swami Paglanand,M,54,GEN
Swami Sakshi Ji Maharaj,M,63,GEN
SWAMULA. SUBRAHMANYAM,M,50,ST
SWAPAN KUMAR MANDAL,M,49,SC
SWAPAN KUMAR ROY,M,49,SC
SWAPAN MANNA,M,41,GEN
SWAPAN MONDAL,M,48,SC
Swapnil Mahadev Koli,M,49,ST
Swaraj Das (BAPI),M,52,SC
Swarn Singh Dhaliwal,M,34,GEN
SWARNALATA CHALIHA,F,44,GEN
SWARNALATA SARKAR,F,44,GEN
Swarnlata Devi,F,47,GEN
SWARUP DAS,M,37,SC
Swati Yadav,F,30,GEN
SYED ALAMDAR HUSSAIN,M,43,GEN
Syed Aqib Hussain,M,27,GEN
Syed Asif Bukhari,M,46,GEN
SYED FAISAL ALI,M,52,GEN
Syed Kawjawali Hydri,M,48,GEN
Syed Mahmood Ashraf,M,54,GEN
SYED MUKARRAM,M,42,GEN
SYED NAJEEB SHAH NAQVI,M,48,GEN
SYED RASHID ALI CHAMAN,M,41,GEN
SYED SADIQ PASHA,M,44,GEN
SYED SHAHID IMAM,M,57,GEN
Syed Zeshan Haider,M,28,GEN
SYED. ZABIULLA K,M,55,GEN
T SASI,M,72,SC
T. BEECHUPALLY,M,26,GEN
T. BHUVANESWARI,F,37,GEN
T. Durga Prasad,M,33,SC
T. N. KUMARA SWAMY,M,56,GEN
T. N. PRATHAPAN,M,58,GEN
T. R. V .S. RAMESH,M,48,GEN
T. VEERESH,M,35,ST
T.DAVID,M,66,GEN
T.H.S. BONNEY,M,58,ST
T.K. DASAR,M,50,SC
T.SUMATHY (A) THAMIZHACHI THANGAPANDIAN,F,56,GEN
T.V.BABU,M,61,SC
T.V.S.GANDHI,M,45,GEN
Taadi Veera Jagadeeshwari,F,65,GEN
Tabassum Begum,F,48,GEN
Tadvi Ayyub Khan Razzaque Khan,M,47,GEN
Taher Sattar Khatik,M,49,GEN
TAIEDUL ISLAM,M,57,GEN
Taigar Ramnihor Patel 'Ratnashah',M,70,GEN
TALARI RANGAIAH,M,48,GEN
TALARI SUMAN,M,32,SC
TALASANI SAI KIRAN YADAV,M,32,GEN
Tambaram Narayanan G,M,59,GEN
Tameshwar Sahu,M,28,GEN
TAMILARASAN. V.V.,M,33,SC
TAMILARASAN.T,M,38,SC
TAMIZHARASI A,F,37,GEN
TANKASALA VINAY,M,28,SC
TANMAY DUTTA,M,53,GEN
Tanuj Punia,M,34,SC
TAPAN DASGUPTA,M,54,GEN
TAPAN GANGULI,M,63,GEN
TAPAN KUMAR RAY,M,55,SC
TAPAN MONDAL,M,50,SC
Tapas Kumar Kar,M,45,GEN
Tapash Sarkar,M,48,SC
Tapir Gao,M,54,ST
Tara Singh Gill,M,52,SC
TARACHAND BHAGORA,M,65,ST
TARACHAND PASWAN,M,60,SC
TARANI ROY,M,66,SC
Tarawati,F,50,SC
TARIKA TARANGINI URAON,F,39,ST
TARIQ ANWAR,M,68,GEN
Tarjan Jangde,M,48,SC
Tarseem Lal Khullar,M,53,SC
TARUN KUMAR DADSENA,M,48,GEN
TARUN KUMAR DAS,M,61,GEN
Tasleem,F,40,GEN
Tatkare Sunil Dattatray,M,64,GEN
Tawar Vijay Jagan,M,42,GEN
TAWARE SURESH KASHINATH,M,62,GEN
TBC LALVENCHHUNGA,M,36,ST
Tej Bahadur Singh,M,76,GEN
TEJ PRATAP SINGH JATAV,M,55,SC
TEJ SINGH,M,63,SC
Tej Singh Seny,M,49,GEN
Teja Singh,M,37,GEN
TEJABHAI NETHIBHAI RABARI,M,49,GEN
TEJASVI SURYA,M,28,GEN
TEJINDER SINGH WALIA,M,77,GEN
TEJPAL SINGH RAWAT,M,30,GEN
TEJRAM SIDAR,M,50,ST
TEJVEER SINGH,M,26,SC
TEKOCHAND MAHTO,M,28,GEN
TH. JAGDISH SINGH PARMAR,M,59,GEN
Thadem Raju,M,42,SC
THAGULLA JANARDHAN,M,28,GEN
THAHIR,M,36,GEN
THAKOR BIPINKUMAR SHANKARJI,M,32,GEN
THAKOR JAGUJI KUNVARJI URFE J.K. THAKOR,M,40,GEN
THAKOR JAYANTIJI CHUNTHAJI,M,36,GEN
THAKOR MAYURKUMAR RUPSINGJI,M,28,GEN
THAKOR MELAJI MADARSINH,M,32,GEN
THAKOR RAJENDRASINH SHIVSINH,M,46,GEN
THAKOR SWARUPJI SARDARJI,M,39,GEN
Thakre Manikrao Govindrao,M,64,GEN
Thakur Chandan Kumar Singh,M,34,GEN
Thakur Jitendrasinh Surendrasinh,M,33,GEN
"Thakur Manish Singh (Verma) ""Swabhimani""",M,47,GEN
THAKUR MANOJ SINGH,M,41,GEN
THAKURDAS PATEL (T.D. PATEL),M,61,GEN
THAKUROON SOREN,F,37,ST
THAMARAI SELVAM. K,M,32,SC
Thambidurai M,M,73,GEN
THANDU UPENDAR,M,39,GEN
THANGA TAMILSELVAN,M,58,GEN
THANGARAJ. C,M,34,SC
Thangavel P S N,M,52,GEN
THANGAVELU R,M,57,GEN
THANGAVELU.S,M,34,GEN
Thangminlien Kipgen,M,64,ST
THAZHAVA SAHADEVAN,M,64,SC
THEEGALA ASHOK REDDY,M,45,GEN
THEEGALA RAJESHWAR,M,45,GEN
THEEGALA TIRUPATHI REDDY,M,44,GEN
THEETLA ANIL,M,27,GEN
"THIAGARAJAN, P.I.D.",M,72,GEN
Thimmaraj Gowda,M,43,GEN
THIPPESWAMY T,M,63,SC
THIRUGNANASAMBANDAM. D,M,78,GEN
THIRUMAAVALAVAN THOL,M,56,SC
Thirunavukarasu. S,M,42,GEN
Thirunavukkarasar. SU,M,69,GEN
THIRUNAVUKKARASU. R,M,82,GEN
THIRUPATAIAH ENDURAM,M,46,SC
THIRUPATHI REDDY PANNALA,M,41,GEN
"THIYAGARAJAN, M.",M,59,SC
THOGANTI SREENIVASULU,M,44,GEN
Thoke Baban Sopan,M,25,SC
THOLLUR RAJAGOPALAN,M,48,SC
Thomas Chazhikadan,M,66,GEN
Thomas J. Nidhiry,M,65,GEN
Thorat Sunil Uttamrao,M,48,SC
THORTHI GANGA REDDY,M,39,GEN
THOTA SRINIVAS,M,38,SC
Thrissur Nazeer,M,52,GEN
THULASEEDHARAN PALLICKAL,M,50,SC
THUMATI RAVI,M,46,SC
Thummalapally Pruthviraj,M,49,GEN
Thushar Vellappally,M,50,GEN
THYAGARAJ,M,35,SC
TIKARAM HOODA,M,43,GEN
Tilak Raj,M,60,GEN
TILAK RAJ (VAID),M,57,SC
TILAK RAJ BHAGAT,M,62,SC
Tilak Raj Munjal,M,66,GEN
TILAK SINGH,M,61,SC
TILAKRAJ AHIRWAR,M,43,SC
TILOTTAMA JENA,F,47,SC
TILOTTAMA SETHY,F,35,SC
Tirath Singh Rawat,M,55,GEN
TIRAVITAMANKAI@LOURDHUMARY,F,57,GEN
TIRBHUWAN SHARMA,M,64,GEN
TIRTHANKAR RAY,M,44,GEN
TIRUPATHI RAO KARANAM,M,50,GEN
TITARA SINGH,M,74,SC
TOFEEK KHAN,M,48,GEN
Tokheho Yepthomi,M,62,ST
TOKIYA PRABHUBHAI,M,40,ST
TOPON KUMAR GOGOI,M,50,GEN
TRESSA DAVID,F,53,GEN
TRIBHOVANDAS KARSANDAS VAGHELA,M,66,SC
Tribhuvan Madhukar Padmakar,M,51,SC
Tribhuvan Ram (T.Ram),M,70,SC
Tribirendra Singh Rawat,M,30,GEN
TRILOKI NARAYAN HATILA,M,52,SC
TRILOKI RAM,M,71,SC
Trilokinath,M,62,SC
Triveni Narayan Jaiswal,M,47,GEN
Tukaram Dasrao Gangawane,M,68,SC
Tukaram Vyankati Chate,M,63,GEN
TUKLAL NAYAK,M,58,GEN
Tulasappa Dasar,M,50,SC
TULESHWAR HIRASINGH MARKAM,M,45,ST
Tulsi Dayal,M,56,GEN
TULSI RAM SHARMA,M,73,GEN
TULSI SINGH,M,60,SC
Tulsibhai Laxmanbhai Dakhara,M,52,GEN
Tumane Kanteshwar Khushalji,M,32,SC
TUMMALA NAVEEN,M,30,GEN
TUNA MALLICK,M,27,ST
Turab Ali,M,48,GEN
TURAGA NARSAREDDY,M,45,GEN
TURPU PEDDA GANGARAM,M,54,SC
Tushar Ghosh,M,56,GEN
Tushar Jana,M,62,GEN
Twinkle Prabhakaran,F,41,GEN
UBAIDUR RAHMAN,M,36,GEN
UCHIT KUMAR,M,46,GEN
UDASI. S.C.,M,52,GEN
UDAY KUMAR PASWAN,M,31,SC
UDAY KUNDARGI,M,54,GEN
Uday Narayan Rai @ Luddu Rajbhar,M,34,GEN
Uday pal Singh,M,42,GEN
Uday Prakash,M,42,GEN
UDAY PRATAP SINGH,M,54,GEN
UDAY RAJ,M,36,SC
UDAY RAMBHAUJI BORKAR,M,44,SC
UDAY SINGH ALIAS PAPPU SINGH,M,66,GEN
UDAY TUKARAM NAIK,M,29,GEN
UDAY VEER CHOUDHURY,M,41,SC
Udayakumar Ayyappa Ambiger,M,46,GEN
"UDAYAKUMAR,A.",M,37,SC
UDDHAB ROY,M,54,SC
UDHAYAKUMAR P S,M,48,GEN
Udit Chandra Amat,M,65,ST
UGHADE ASHOK BHAGAVANRAO,M,65,SC
UGRASEN SINGH,M,45,GEN
UIKEY RAMDAS,M,56,ST
UJJWAL KUMAR GHATAK,M,45,GEN
Uke Kousalya.,F,49,ST
Ulaganathan T,M,66,SC
Ulhas(Nanasaheb) Mugutrao Chormale,M,46,GEN
Ullagi David Jayakumar (Dr. D J Kumar),M,61,GEN
UMA CHARAN MAHATO,M,77,GEN
UMA SHANKAR KHARAWAR,M,64,SC
UMA SHANKAR VERMA,M,40,GEN
UMAKANT YADAV,M,68,GEN
UMAMAHESWARA RAO CHERUKUPALLI,M,29,SC
Umar Basha Shaik,M,29,GEN
Umar Khan,M,29,GEN
Umashankar,M,34,GEN
UMASHANKAR BHANDARI,M,36,ST
"UMAYORUBAGAM, M.",M,67,GEN
UMEDBHAI BHIMSINGBHAI GAMIT,M,30,ST
UMEDBHAI HARIBHAI NAI,M,49,GEN
Umesh Babu Pillegowda,M,31,GEN
Umesh Chandra Bharti,M,58,GEN
UMESH CHANDRA GAUR,M,51,GEN
UMESH CHANDRA KATIYAR,M,49,GEN
UMESH DAS,M,47,SC
UMESH GARG,M,46,SC
UMESH JANGUBHAI RATHAWA,M,38,ST
Umesh Kumar,M,34,GEN
UMESH KUMAR PASWAN,M,34,SC
UMESH PASWAN,M,55,GEN
Umesh Patel,M,57,GEN
Umesh Rajak,M,49,SC
Umesh Sadashivrao Neware,M,42,ST
UMESH SINGH,M,38,GEN
Umrao Salodia,M,62,GEN
UNADKAT PRAKASHBHAI VALLABHDAS,M,57,GEN
Unmesh Bhaiyyasaheb Patil,M,40,GEN
Unnikrishnan,M,54,GEN
UPAMANYU HAZARIKA,M,53,GEN
UPENDER JERIPOTHULA,M,37,SC
UPENDRA,M,31,GEN
Upendra Kumar Giri,M,46,GEN
Upendra Kushwaha,M,56,GEN
UPENDRA PRASAD,M,55,GEN
UPENDRA RAVIDAS,M,40,SC
UPENDRA SAHANI,M,46,GEN
Upendra Sahani,M,47,GEN
Upendra Singh Rajput,M,41,GEN
Upendra Singh Rawat,M,51,SC
Urkhao Gwra Brahma,M,56,ST
Urmila Matondkar,F,48,GEN
URMILA TIWARI,F,60,GEN
Urmilla,F,52,SC
URUMALLA LAXMA REDDY,M,57,GEN
